name,district,party,role,region,twitter_id,twitter_name,marpor_affiliation,per101,per102,per103_1,per103_2,per104,per105,per106,per107,per108,per109,per110,per201_1,per201_2,per202_1,per202_2,per202_3,per202_4,per203,per204,per301,per302,per303,per304,per305_1,per305_2,per305_3,per305_4,per305_5,per305_6,per401,per402,per403,per404,per405,per406,per407,per408,per408.1,per408.2,per408.3,per410,per411,per412,per413,per414,per415,per416_1,per416_2,per501,per502,per503,per504,per505,per506,per507,per601_1,per601_2,per602_1,per602_2,per603,per604,per605_1,per605_2,per606_1,per606_2,per607_1,per607_2,per607_3,per608_1,per608_2,per608_3,per701,per702,per703_1,per703_2,per704,per705,per706,rile,planeco,markeco,welfare,intpeace,PC1,PC2
Vlado Mirosevic Verdugo,1,PL,deputy,Region de Arica y Parinacota (3),14989742,@vladomirosevic,"If you want it, Chile changes",1.5659999999999998,0.0,0.0,0.0,2.281,0.102,0.0,1.464,0.8170000000000001,0.17,0.0,0.102,2.451,1.975,0.0,0.102,0.34,0.0,1.702,1.294,0.0,0.8170000000000001,0.613,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.136,14.334,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987,3.882,0.545,0.136,0.0,0.0,2.656,3.439,8.512,9.431000000000001,9.057,0.0,8.274000000000001,0.0,0.0,0.0,0.0,0.034,0.0,11.168,1.873,2.9960000000000004,0.17,0.0,0.0,0.0,1.09,0.0,0.0,0.0,3.779,0.0,0.987,0.0,0.272,0.0,0.0,-37.011,18.59,0.136,18.488,0.102,-0.29816927131997595,0.8472389996378475
Nino Baltolu Rasera,1,UDI,deputy,Region de Arica y Parinacota (3),979426217970556928,@ninobaltolu,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,0.012801921749465853,0.15200214030476875
Luis Rocafull LÃ³pez,1,PS,deputy,Region de Arica y Parinacota (3),1113560298533859329,@diputadorocaful,New Majority for Chile/Socialist Party of Chile,0.0,0.0,0.0,0.0,0.7120000000000001,0.5630000000000001,0.0,0.059,1.779,0.0,0.0,0.03,2.668,4.477,0.0,0.03,0.03,0.0,1.364,5.188,0.0,6.462999999999999,0.08900000000000001,2.372,0.0,0.03,0.0,0.0,0.0,0.119,1.749,6.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.032,10.91,0.29600000000000004,0.119,0.919,0.0,0.0,1.393,0.059,7.086,9.102,8.627,0.0,6.937,0.0,0.0,0.0,0.0,0.474,0.03,0.267,2.846,0.0,0.652,0.0,0.03,0.0,3.439,0.0,0.0,0.0,3.617,0.326,2.194,0.0,0.0,0.0,2.579,-18.974,6.641,1.038,17.729,0.5630000000000001,-0.681506190035833,0.5507990782620341
Renzo Trisotti MartÃ­nez,2,UDI,deputy,Region de Tarapaca (3),282313940,@renzotrisotti,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,0.4696575409094853,-0.32983328115235666
RamÃ³n Galleguillos Castillo,2,RN,deputy,Region de Tarapaca (3),259877309,@ramongallec,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,-0.8844234256578323,0.4079174723239709
Hugo GutiÃ©rrez GÃ¡lvez,2,PC,deputy,Region de Tarapaca (3),169979854,@Hugo_Gutierrez_,New Majority for Chile,0.246,0.0,0.031,0.0,0.338,0.431,0.092,0.861,0.6459999999999999,0.0,0.0,0.062,2.214,8.363999999999999,0.031,0.0,0.6459999999999999,0.0,0.431,4.336,0.0,2.276,0.523,0.123,0.062,0.0,0.062,0.092,0.154,0.215,0.461,6.396,0.338,0.338,0.0,0.0,1.23,1.23,1.23,1.23,1.907,16.359,0.0,0.0,0.0,0.0,0.0,3.536,4.551,4.52,4.613,12.7,0.092,1.937,0.0,0.031,0.0,0.031,0.0,0.031,0.308,4.428,0.123,0.892,0.338,1.845,0.277,1.568,0.0,0.0,0.031,2.737,0.0,1.599,0.0,0.123,1.199,3.044,-24.938,6.734,0.215,17.312,0.523,0.09711989248476792,-0.5299868916076829
Paulina NÃºÃ±ez Urrutia,3,RN,deputy,Region de Antofagasta (5),75895791,@paulinanu,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,1.5096524020969306,1.0416272923614094
JosÃ© Miguel Castro BascuÃ±Ã¡n,3,RN,deputy,Region de Antofagasta (5),889304496253411328,@dip_jmcastro,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,0.6539221651578879,0.21345349446090767
Marcela Hernando PÃ©rez,3,PR,deputy,Region de Antofagasta (5),612883967,@MarcelaHernando,New Majority for Chile,0.246,0.0,0.031,0.0,0.338,0.431,0.092,0.861,0.6459999999999999,0.0,0.0,0.062,2.214,8.363999999999999,0.031,0.0,0.6459999999999999,0.0,0.431,4.336,0.0,2.276,0.523,0.123,0.062,0.0,0.062,0.092,0.154,0.215,0.461,6.396,0.338,0.338,0.0,0.0,1.23,1.23,1.23,1.23,1.907,16.359,0.0,0.0,0.0,0.0,0.0,3.536,4.551,4.52,4.613,12.7,0.092,1.937,0.0,0.031,0.0,0.031,0.0,0.031,0.308,4.428,0.123,0.892,0.338,1.845,0.277,1.568,0.0,0.0,0.031,2.737,0.0,1.599,0.0,0.123,1.199,3.044,-24.938,6.734,0.215,17.312,0.523,0.18525995146917754,-0.5834140023730031
Esteban VelÃ¡squez NÃºÃ±ez,3,FREVS,deputy,Region de Antofagasta (5),1928056476,@CalamaVelasquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9624985373595712,0.8565256122904776
Catalina PÃ©rez Salinas,3,RD,deputy,Region de Antofagasta (5),157831773,@CatalinaPerezS,Broad Front,0.239,0.0,0.087,0.0,0.174,0.261,0.217,0.63,0.391,0.0,0.0,0.109,2.41,9.729,0.022,0.022,1.042,0.043,0.89,2.6060000000000003,0.0,0.8690000000000001,0.261,0.239,0.239,0.0,0.0,0.391,0.174,0.0,0.7170000000000001,3.8,0.456,0.304,0.0,0.043,0.586,0.586,0.586,0.586,0.5429999999999999,7.34,0.282,0.239,0.0,0.109,0.043,3.344,5.4289999999999985,3.04,7.144,19.783,0.043,5.82,0.0,0.043,0.0,0.087,0.195,0.0,0.326,2.193,1.064,1.585,0.586,1.889,0.043,1.564,0.0,0.0,0.0,5.797999999999999,0.022,0.5650000000000001,0.0,0.0,1.564,0.934,-39.175,4.539,0.0,26.927,0.478,1.0779792695106196,0.9744653829829314
Daniella Cicardini Milla,4,PS,deputy,Region de Atacama (5),614452720,@Dani_Cicardini,New Majority for Chile/Socialist Party of Chile,0.0,0.0,0.0,0.0,0.7120000000000001,0.5630000000000001,0.0,0.059,1.779,0.0,0.0,0.03,2.668,4.477,0.0,0.03,0.03,0.0,1.364,5.188,0.0,6.462999999999999,0.08900000000000001,2.372,0.0,0.03,0.0,0.0,0.0,0.119,1.749,6.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.032,10.91,0.29600000000000004,0.119,0.919,0.0,0.0,1.393,0.059,7.086,9.102,8.627,0.0,6.937,0.0,0.0,0.0,0.0,0.474,0.03,0.267,2.846,0.0,0.652,0.0,0.03,0.0,3.439,0.0,0.0,0.0,3.617,0.326,2.194,0.0,0.0,0.0,2.579,-18.974,6.641,1.038,17.729,0.5630000000000001,0.5692308935501724,-0.2979187520658034
Juan Santana Castillo,4,PS,deputy,Region de Atacama (5),906040111,@Juan_SantanaC,New Majority for Chile/Socialist Party of Chile,0.0,0.0,0.0,0.0,0.7120000000000001,0.5630000000000001,0.0,0.059,1.779,0.0,0.0,0.03,2.668,4.477,0.0,0.03,0.03,0.0,1.364,5.188,0.0,6.462999999999999,0.08900000000000001,2.372,0.0,0.03,0.0,0.0,0.0,0.119,1.749,6.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.032,10.91,0.29600000000000004,0.119,0.919,0.0,0.0,1.393,0.059,7.086,9.102,8.627,0.0,6.937,0.0,0.0,0.0,0.0,0.474,0.03,0.267,2.846,0.0,0.652,0.0,0.03,0.0,3.439,0.0,0.0,0.0,3.617,0.326,2.194,0.0,0.0,0.0,2.579,-18.974,6.641,1.038,17.729,0.5630000000000001,0.904514451660957,1.3881757600047997
SofÃ­a Cid Versalovic,4,RN,deputy,Region de Atacama (5),102282367,@DiputadaCidV,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,-0.13985168882047708,0.46143819311115436
NicolÃ¡s Noman Garrido,4,UDI,deputy,Region de Atacama (5),982311836061085696,@nicolasnoman,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,-0.09114325316253813,0.4601279694309529
Jaime Mulet MartÃ­nez,4,FREVS,deputy,Region de Atacama (5),364441111,@Muletjaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.034574907181833,-0.46643222946369445
Sergio Gahona Salazar,5,UDI,deputy,Region de Coquimbo (7),157853001,@sergiogahona,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,1.1564679556207265,0.22335138929265705
Juan Manuel Fuenzalida Cobo,5,UDI,deputy,Region de Coquimbo (7),171933591,@jmfuenzalida,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,0.6378646958644686,-0.21209792564827565
Francisco Eguiguren Correa,5,RN,deputy,Region de Coquimbo (7),306855847,@feguigurenc,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,0.2755444626284484,0.016312878502580907
Pedro VelÃ¡squez Seguel,5,Ind,deputy,Region de Coquimbo (7),974308326614994945,@pvelasquezdiput,Independent,0.0,0.097,0.0,0.097,2.041,0.194,0.0,0.292,0.194,1.263,0.0,0.486,0.097,9.815,0.097,0.0,0.0,0.486,0.097,0.972,0.0,6.317,0.972,1.846,1.263,0.777,0.583,0.0,0.0,1.944,3.11,4.568000000000001,0.097,0.097,0.0,0.097,0.0,0.0,0.0,0.0,1.944,11.856,0.097,0.0,0.583,0.0,0.0,1.555,2.624,2.138,3.596,10.982,0.583,2.624,0.0,0.0,0.875,0.0,0.0,3.401,0.0,8.26,0.097,1.555,0.389,0.0,0.0,0.0,0.0,0.0,0.0,1.944,0.972,2.138,0.0,0.194,1.4580000000000002,1.846,-2.332,4.762,2.527,14.577,0.292,-0.20045231969441002,0.44611823354606084
Daniel NÃºÃ±ez Arancibia,5,PC,deputy,Region de Coquimbo (7),1121791488,@daniel_nunez_a,New Majority for Chile,0.246,0.0,0.031,0.0,0.338,0.431,0.092,0.861,0.6459999999999999,0.0,0.0,0.062,2.214,8.363999999999999,0.031,0.0,0.6459999999999999,0.0,0.431,4.336,0.0,2.276,0.523,0.123,0.062,0.0,0.062,0.092,0.154,0.215,0.461,6.396,0.338,0.338,0.0,0.0,1.23,1.23,1.23,1.23,1.907,16.359,0.0,0.0,0.0,0.0,0.0,3.536,4.551,4.52,4.613,12.7,0.092,1.937,0.0,0.031,0.0,0.031,0.0,0.031,0.308,4.428,0.123,0.892,0.338,1.845,0.277,1.568,0.0,0.0,0.031,2.737,0.0,1.599,0.0,0.123,1.199,3.044,-24.938,6.734,0.215,17.312,0.523,0.6068051477498246,0.25918191112261807
RaÃºl SaldÃ­var Auger,5,PS,deputy,Region de Coquimbo (7),2830019170,@raulsaldivarps,New Majority for Chile/Socialist Party of Chile,0.0,0.0,0.0,0.0,0.7120000000000001,0.5630000000000001,0.0,0.059,1.779,0.0,0.0,0.03,2.668,4.477,0.0,0.03,0.03,0.0,1.364,5.188,0.0,6.462999999999999,0.08900000000000001,2.372,0.0,0.03,0.0,0.0,0.0,0.119,1.749,6.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.032,10.91,0.29600000000000004,0.119,0.919,0.0,0.0,1.393,0.059,7.086,9.102,8.627,0.0,6.937,0.0,0.0,0.0,0.0,0.474,0.03,0.267,2.846,0.0,0.652,0.0,0.03,0.0,3.439,0.0,0.0,0.0,3.617,0.326,2.194,0.0,0.0,0.0,2.579,-18.974,6.641,1.038,17.729,0.5630000000000001,-0.5076000898246792,-0.3138148364676443
MatÃ­as Walker Prieto,5,DC,deputy,Region de Coquimbo (7),103259570,@matiaswalkerp,Christian Democratic Party,0.256,0.0,0.0,0.0,0.455,0.171,0.057,1.279,0.085,0.0,0.0,0.057,0.8809999999999999,5.687,0.0,0.028,0.085,0.142,0.171,4.151,0.0,1.649,0.398,0.114,0.0,0.0,0.028,0.028,0.0,0.256,0.91,4.038,0.398,0.483,0.0,0.028,0.682,0.682,0.682,0.682,3.753,11.004,0.028,0.0,0.0,0.0,0.0,5.601,5.914,3.014,6.995,18.055,0.0,7.478,0.0,0.028,0.0,0.0,0.0,0.057,0.341,3.952,0.114,1.223,0.085,0.853,0.0,1.479,0.0,0.0,0.0,0.654,0.0,2.502,0.0,0.142,1.479,2.474,-29.713,4.464,0.256,25.05,0.227,0.004690990286050386,-0.23654751671974225
AndrÃ©s Longton Herrera,6,RN,deputy,Region de Valparai­so (16),157480943,@andreslongton,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,0.1649881078833786,0.6027918794715194
Luis Pardo Sainz,6,RN,deputy,Region de Valparai­so (16),187235091,@LuisPardoS,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,0.5209567661493845,-0.7425227065929587
Camila Flores Oporto,6,RN,deputy,Region de Valparai­so (16),846044575,@Cami_FloresO,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,1.223150806209918,-0.2167749793934386
Pablo Kast Sommerhoff,6,Ind-Evopoli,deputy,Region de Valparai­so (16),32864397,@labkast,Chile let's go,0.0,0.0,0.0,0.0,0.417,0.0,0.208,0.208,0.208,0.0,0.0,2.5,0.417,8.333,0.208,0.0,0.0,0.0,0.208,0.417,0.0,3.333,0.0,3.542,0.208,0.0,0.208,0.417,0.0,0.0,1.042,0.0,0.208,0.0,0.0,0.0,0.417,0.417,0.417,0.417,3.125,15.833,0.0,0.0,1.25,0.0,0.0,1.6669999999999998,3.125,1.25,4.583,7.707999999999998,0.208,5.625,0.0,1.4580000000000002,0.0,0.0,0.0,0.0,0.0,9.583,0.0,9.583,0.0,0.208,0.0,0.0,0.0,0.208,0.0,4.583,0.0,0.208,0.0,1.042,0.417,5.0,3.958,0.208,1.25,12.292,0.208,0.057269099412424945,-0.6394386841159296
Marcelo Schilling RodrÃ­guez,6,PS,deputy,Region de Valparai­so (16),61943296,@dip_schilling,New Majority for Chile/Socialist Party of Chile,0.0,0.0,0.0,0.0,0.7120000000000001,0.5630000000000001,0.0,0.059,1.779,0.0,0.0,0.03,2.668,4.477,0.0,0.03,0.03,0.0,1.364,5.188,0.0,6.462999999999999,0.08900000000000001,2.372,0.0,0.03,0.0,0.0,0.0,0.119,1.749,6.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.032,10.91,0.29600000000000004,0.119,0.919,0.0,0.0,1.393,0.059,7.086,9.102,8.627,0.0,6.937,0.0,0.0,0.0,0.0,0.474,0.03,0.267,2.846,0.0,0.652,0.0,0.03,0.0,3.439,0.0,0.0,0.0,3.617,0.326,2.194,0.0,0.0,0.0,2.579,-18.974,6.641,1.038,17.729,0.5630000000000001,0.88027872205433,-0.08875018384637948
Carolina MarzÃ¡n Pinto,6,PPD,deputy,Region de Valparai­so (16),367555950,@carolamarzan,New Majority for Chile,0.246,0.0,0.031,0.0,0.338,0.431,0.092,0.861,0.6459999999999999,0.0,0.0,0.062,2.214,8.363999999999999,0.031,0.0,0.6459999999999999,0.0,0.431,4.336,0.0,2.276,0.523,0.123,0.062,0.0,0.062,0.092,0.154,0.215,0.461,6.396,0.338,0.338,0.0,0.0,1.23,1.23,1.23,1.23,1.907,16.359,0.0,0.0,0.0,0.0,0.0,3.536,4.551,4.52,4.613,12.7,0.092,1.937,0.0,0.031,0.0,0.031,0.0,0.031,0.308,4.428,0.123,0.892,0.338,1.845,0.277,1.568,0.0,0.0,0.031,2.737,0.0,1.599,0.0,0.123,1.199,3.044,-24.938,6.734,0.215,17.312,0.523,0.6645149720150332,-0.1419921928239142
Daniel Verdessi Belemmi,6,DC,deputy,Region de Valparai­so (16),101236994,@danielverdessi,Christian Democratic Party,0.256,0.0,0.0,0.0,0.455,0.171,0.057,1.279,0.085,0.0,0.0,0.057,0.8809999999999999,5.687,0.0,0.028,0.085,0.142,0.171,4.151,0.0,1.649,0.398,0.114,0.0,0.0,0.028,0.028,0.0,0.256,0.91,4.038,0.398,0.483,0.0,0.028,0.682,0.682,0.682,0.682,3.753,11.004,0.028,0.0,0.0,0.0,0.0,5.601,5.914,3.014,6.995,18.055,0.0,7.478,0.0,0.028,0.0,0.0,0.0,0.057,0.341,3.952,0.114,1.223,0.085,0.853,0.0,1.479,0.0,0.0,0.0,0.654,0.0,2.502,0.0,0.142,1.479,2.474,-29.713,4.464,0.256,25.05,0.227,2.9600797256833156,2.366370538495342
Diego IbÃ¡Ã±ez Cotroneo,6,CS,deputy,Region de Valparai­so (16),3246575662,@diego_ibanezc,Broad Front,0.239,0.0,0.087,0.0,0.174,0.261,0.217,0.63,0.391,0.0,0.0,0.109,2.41,9.729,0.022,0.022,1.042,0.043,0.89,2.6060000000000003,0.0,0.8690000000000001,0.261,0.239,0.239,0.0,0.0,0.391,0.174,0.0,0.7170000000000001,3.8,0.456,0.304,0.0,0.043,0.586,0.586,0.586,0.586,0.5429999999999999,7.34,0.282,0.239,0.0,0.109,0.043,3.344,5.4289999999999985,3.04,7.144,19.783,0.043,5.82,0.0,0.043,0.0,0.087,0.195,0.0,0.326,2.193,1.064,1.585,0.586,1.889,0.043,1.564,0.0,0.0,0.0,5.797999999999999,0.022,0.5650000000000001,0.0,0.0,1.564,0.934,-39.175,4.539,0.0,26.927,0.478,-0.8655507962571775,0.6994912248515308
MarÃ­a JosÃ© Hoffmann Opazo,7,UDI,deputy,Region de Valparai­so (16),77518799,@PepaHoffmann,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,0.9457873606048814,0.42641168610752156
